tanggal,provinsi,komoditas,harga
2022-01-13,Jawa Tengah,Padi,6550.0
2022-01-14,Jawa Tengah,Padi,6530.0
2022-01-15,Jawa Tengah,Padi,6529.0
2022-01-16,Jawa Tengah,Padi,6512.0
2022-01-17,Jawa Tengah,Padi,6507.0
2022-01-18,Jawa Tengah,Padi,6471.0
2022-01-19,Jawa Tengah,Padi,6441.0
2022-01-20,Jawa Tengah,Padi,6475.0
2022-01-21,Jawa Tengah,Padi,6494.0
2022-01-22,Jawa Tengah,Padi,6530.0
2022-01-23,Jawa Tengah,Padi,6552.0
2022-01-24,Jawa Tengah,Padi,6598.0
2022-01-25,Jawa Tengah,Padi,6652.0
2022-01-26,Jawa Tengah,Padi,6582.0
2022-01-27,Jawa Tengah,Padi,6553.0
2022-01-28,Jawa Tengah,Padi,6555.0
2022-01-29,Jawa Tengah,Padi,6566.0
2022-01-30,Jawa Tengah,Padi,6546.0
2022-01-31,Jawa Tengah,Padi,6601.0
2022-02-01,Jawa Tengah,Padi,6706.0
2022-02-02,Jawa Tengah,Padi,6727.0
2022-02-03,Jawa Tengah,Padi,6742.0
2022-02-04,Jawa Tengah,Padi,6794.0
2022-02-05,Jawa Tengah,Padi,6717.0
2022-02-06,Jawa Tengah,Padi,6729.0
2022-02-07,Jawa Tengah,Padi,6787.0
2022-02-08,Jawa Tengah,Padi,6767.0
2022-02-09,Jawa Tengah,Padi,6719.0
2022-02-10,Jawa Tengah,Padi,6721.0
2022-02-11,Jawa Tengah,Padi,6729.0
2022-02-12,Jawa Tengah,Padi,6696.0
2022-02-13,Jawa Tengah,Padi,6805.0
2022-02-14,Jawa Tengah,Padi,6793.0
2022-02-15,Jawa Tengah,Padi,6748.0
2022-02-16,Jawa Tengah,Padi,6753.0
2022-02-17,Jawa Tengah,Padi,6806.0
2022-02-18,Jawa Tengah,Padi,6816.0
2022-02-19,Jawa Tengah,Padi,6848.0
2022-02-20,Jawa Tengah,Padi,6816.0
2022-02-21,Jawa Tengah,Padi,6895.0
2022-02-22,Jawa Tengah,Padi,6931.0
2022-02-23,Jawa Tengah,Padi,6989.0
2022-02-24,Jawa Tengah,Padi,7015.0
2022-02-25,Jawa Tengah,Padi,7062.0
2022-02-26,Jawa Tengah,Padi,7029.0
2022-02-27,Jawa Tengah,Padi,7013.0
2022-02-28,Jawa Tengah,Padi,7085.0
2022-03-01,Jawa Tengah,Padi,7166.0
2022-03-02,Jawa Tengah,Padi,7119.0
2022-03-03,Jawa Tengah,Padi,7138.0
2022-03-04,Jawa Tengah,Padi,7124.0
2022-03-05,Jawa Tengah,Padi,7098.0
2022-03-06,Jawa Tengah,Padi,7118.0
2022-03-07,Jawa Tengah,Padi,7178.0
2022-03-08,Jawa Tengah,Padi,7206.0
2022-03-09,Jawa Tengah,Padi,7197.0
2022-03-10,Jawa Tengah,Padi,7227.0
2022-03-11,Jawa Tengah,Padi,7215.0
2022-03-12,Jawa Tengah,Padi,7240.0
2022-03-13,Jawa Tengah,Padi,7311.0
2022-03-14,Jawa Tengah,Padi,7218.0
2022-03-15,Jawa Tengah,Padi,7260.0
2022-03-16,Jawa Tengah,Padi,7192.0
2022-03-17,Jawa Tengah,Padi,7254.0
2022-03-18,Jawa Tengah,Padi,7228.0
2022-03-19,Jawa Tengah,Padi,7174.0
2022-03-20,Jawa Tengah,Padi,7210.0
2022-03-21,Jawa Tengah,Padi,7231.0
2022-03-22,Jawa Tengah,Padi,7187.0
2022-03-23,Jawa Tengah,Padi,7130.0
2022-03-24,Jawa Tengah,Padi,7124.0
2022-03-25,Jawa Tengah,Padi,7069.0
2022-03-26,Jawa Tengah,Padi,7021.0
2022-03-27,Jawa Tengah,Padi,7029.0
2022-03-28,Jawa Tengah,Padi,6985.0
2022-03-29,Jawa Tengah,Padi,7007.0
2022-03-30,Jawa Tengah,Padi,7079.0
2022-03-31,Jawa Tengah,Padi,7073.0
2022-04-01,Jawa Tengah,Padi,7080.0
2022-04-02,Jawa Tengah,Padi,7177.0
2022-04-03,Jawa Tengah,Padi,7121.0
2022-04-04,Jawa Tengah,Padi,7178.0
2022-04-05,Jawa Tengah,Padi,7229.0
2022-04-06,Jawa Tengah,Padi,7269.0
2022-04-07,Jawa Tengah,Padi,7330.0
2022-04-08,Jawa Tengah,Padi,7343.0
2022-04-09,Jawa Tengah,Padi,7314.0
2022-04-10,Jawa Tengah,Padi,7365.0
2022-04-11,Jawa Tengah,Padi,7418.0
2022-04-12,Jawa Tengah,Padi,7469.0
2022-04-13,Jawa Tengah,Padi,7469.0
2022-04-14,Jawa Tengah,Padi,7433.0
2022-04-15,Jawa Tengah,Padi,7440.0
2022-04-16,Jawa Tengah,Padi,7483.0
2022-04-17,Jawa Tengah,Padi,7529.0
2022-04-18,Jawa Tengah,Padi,7506.0
2022-04-19,Jawa Tengah,Padi,7518.0
2022-04-20,Jawa Tengah,Padi,7452.0
2022-04-21,Jawa Tengah,Padi,7496.0
2022-04-22,Jawa Tengah,Padi,7455.0
2022-04-23,Jawa Tengah,Padi,7488.0
2022-04-24,Jawa Tengah,Padi,7429.0
2022-04-25,Jawa Tengah,Padi,7474.0
2022-04-26,Jawa Tengah,Padi,7485.0
2022-04-27,Jawa Tengah,Padi,7443.0
2022-04-28,Jawa Tengah,Padi,7471.0
2022-04-29,Jawa Tengah,Padi,7438.0
2022-04-30,Jawa Tengah,Padi,7468.0
2022-05-01,Jawa Tengah,Padi,7450.0
2022-05-02,Jawa Tengah,Padi,7363.0
2022-05-03,Jawa Tengah,Padi,7310.0
2022-05-04,Jawa Tengah,Padi,7284.0
2022-05-05,Jawa Tengah,Padi,7342.0
2022-05-06,Jawa Tengah,Padi,7379.0
2022-05-07,Jawa Tengah,Padi,7449.0
2022-05-08,Jawa Tengah,Padi,7521.0
2022-05-09,Jawa Tengah,Padi,7489.0
2022-05-10,Jawa Tengah,Padi,7472.0
2022-05-11,Jawa Tengah,Padi,7446.0
2022-05-12,Jawa Tengah,Padi,7406.0
2022-05-13,Jawa Tengah,Padi,7311.0
2022-05-14,Jawa Tengah,Padi,7303.0
2022-05-15,Jawa Tengah,Padi,7233.0
2022-05-16,Jawa Tengah,Padi,7224.0
2022-05-17,Jawa Tengah,Padi,7316.0
2022-05-18,Jawa Tengah,Padi,7283.0
2022-05-19,Jawa Tengah,Padi,7284.0
2022-05-20,Jawa Tengah,Padi,7318.0
2022-05-21,Jawa Tengah,Padi,7322.0
2022-05-22,Jawa Tengah,Padi,7327.0
2022-05-23,Jawa Tengah,Padi,7301.0
2022-05-24,Jawa Tengah,Padi,7280.0
2022-05-25,Jawa Tengah,Padi,7225.0
2022-05-26,Jawa Tengah,Padi,7255.0
2022-05-27,Jawa Tengah,Padi,7163.0
2022-05-28,Jawa Tengah,Padi,7199.0
2022-05-29,Jawa Tengah,Padi,7122.0
2022-05-30,Jawa Tengah,Padi,7158.0
2022-05-31,Jawa Tengah,Padi,7131.0
2022-06-01,Jawa Tengah,Padi,7062.0
2022-06-02,Jawa Tengah,Padi,7079.0
2022-06-03,Jawa Tengah,Padi,7112.0
2022-06-04,Jawa Tengah,Padi,7080.0
2022-06-05,Jawa Tengah,Padi,7104.0
2022-06-06,Jawa Tengah,Padi,6984.0
2022-06-07,Jawa Tengah,Padi,6910.0
2022-06-08,Jawa Tengah,Padi,6961.0
2022-06-09,Jawa Tengah,Padi,6939.0
2022-06-10,Jawa Tengah,Padi,6839.0
2022-06-11,Jawa Tengah,Padi,6794.0
2022-06-12,Jawa Tengah,Padi,6739.0
2022-06-13,Jawa Tengah,Padi,6719.0
2022-06-14,Jawa Tengah,Padi,6690.0
2022-06-15,Jawa Tengah,Padi,6687.0
2022-06-16,Jawa Tengah,Padi,6672.0
2022-06-17,Jawa Tengah,Padi,6724.0
2022-06-18,Jawa Tengah,Padi,6733.0
2022-06-19,Jawa Tengah,Padi,6742.0
2022-06-20,Jawa Tengah,Padi,6786.0
2022-06-21,Jawa Tengah,Padi,6755.0
2022-06-22,Jawa Tengah,Padi,6683.0
2022-06-23,Jawa Tengah,Padi,6728.0
2022-06-24,Jawa Tengah,Padi,6722.0
2022-06-25,Jawa Tengah,Padi,6717.0
2022-06-26,Jawa Tengah,Padi,6674.0
2022-06-27,Jawa Tengah,Padi,6633.0
2022-06-28,Jawa Tengah,Padi,6660.0
2022-06-29,Jawa Tengah,Padi,6695.0
2022-06-30,Jawa Tengah,Padi,6720.0
2022-07-01,Jawa Tengah,Padi,6745.0
2022-07-02,Jawa Tengah,Padi,6760.0
2022-07-03,Jawa Tengah,Padi,6753.0
2022-07-04,Jawa Tengah,Padi,6733.0
2022-07-05,Jawa Tengah,Padi,6778.0
2022-07-06,Jawa Tengah,Padi,6748.0
2022-07-07,Jawa Tengah,Padi,6753.0
2022-07-08,Jawa Tengah,Padi,6702.0
2022-07-09,Jawa Tengah,Padi,6659.0
2022-07-10,Jawa Tengah,Padi,6635.0
2022-07-11,Jawa Tengah,Padi,6585.0
2022-07-12,Jawa Tengah,Padi,6610.0
2022-07-13,Jawa Tengah,Padi,6534.0
2022-07-14,Jawa Tengah,Padi,6527.0
2022-07-15,Jawa Tengah,Padi,6521.0
2022-07-16,Jawa Tengah,Padi,6423.0
2022-07-17,Jawa Tengah,Padi,6390.0
2022-07-18,Jawa Tengah,Padi,6390.0
2022-07-19,Jawa Tengah,Padi,6398.0
2022-07-20,Jawa Tengah,Padi,6377.0
2022-07-21,Jawa Tengah,Padi,6397.0
2022-07-22,Jawa Tengah,Padi,6380.0
2022-07-23,Jawa Tengah,Padi,6369.0
2022-07-24,Jawa Tengah,Padi,6369.0
2022-07-25,Jawa Tengah,Padi,6402.0
2022-07-26,Jawa Tengah,Padi,6358.0
2022-07-27,Jawa Tengah,Padi,6324.0
2022-07-28,Jawa Tengah,Padi,6281.0
2022-07-29,Jawa Tengah,Padi,6254.0
2022-07-30,Jawa Tengah,Padi,6311.0
2022-07-31,Jawa Tengah,Padi,6327.0
2022-08-01,Jawa Tengah,Padi,6262.0
2022-08-02,Jawa Tengah,Padi,6223.0
2022-08-03,Jawa Tengah,Padi,6230.0
2022-08-04,Jawa Tengah,Padi,6176.0
2022-08-05,Jawa Tengah,Padi,6131.0
2022-08-06,Jawa Tengah,Padi,6185.0
2022-08-07,Jawa Tengah,Padi,6146.0
2022-08-08,Jawa Tengah,Padi,6181.0
2022-08-09,Jawa Tengah,Padi,6231.0
2022-08-10,Jawa Tengah,Padi,6186.0
2022-08-11,Jawa Tengah,Padi,6134.0
2022-08-12,Jawa Tengah,Padi,6112.0
2022-08-13,Jawa Tengah,Padi,6050.0
2022-08-14,Jawa Tengah,Padi,6047.0
2022-08-15,Jawa Tengah,Padi,6028.0
2022-08-16,Jawa Tengah,Padi,6036.0
2022-08-17,Jawa Tengah,Padi,6094.0
2022-08-18,Jawa Tengah,Padi,6124.0
2022-08-19,Jawa Tengah,Padi,6139.0
2022-08-20,Jawa Tengah,Padi,6037.0
2022-08-21,Jawa Tengah,Padi,6050.0
2022-08-22,Jawa Tengah,Padi,6124.0
2022-08-23,Jawa Tengah,Padi,5973.0
2022-08-24,Jawa Tengah,Padi,5998.0
2022-08-25,Jawa Tengah,Padi,5983.0
2022-08-26,Jawa Tengah,Padi,5936.0
2022-08-27,Jawa Tengah,Padi,5966.0
2022-08-28,Jawa Tengah,Padi,6041.0
2022-08-29,Jawa Tengah,Padi,6071.0
2022-08-30,Jawa Tengah,Padi,6047.0
2022-08-31,Jawa Tengah,Padi,5995.0
2022-09-01,Jawa Tengah,Padi,5996.0
2022-09-02,Jawa Tengah,Padi,6032.0
2022-09-03,Jawa Tengah,Padi,6007.0
2022-09-04,Jawa Tengah,Padi,5988.0
2022-09-05,Jawa Tengah,Padi,6117.0
2022-09-06,Jawa Tengah,Padi,6163.0
2022-09-07,Jawa Tengah,Padi,6212.0
2022-09-08,Jawa Tengah,Padi,6138.0
2022-09-09,Jawa Tengah,Padi,6100.0
2022-09-10,Jawa Tengah,Padi,6099.0
2022-09-11,Jawa Tengah,Padi,6047.0
2022-09-12,Jawa Tengah,Padi,6119.0
2022-09-13,Jawa Tengah,Padi,6182.0
2022-09-14,Jawa Tengah,Padi,6154.0
2022-09-15,Jawa Tengah,Padi,6235.0
2022-09-16,Jawa Tengah,Padi,6232.0
2022-09-17,Jawa Tengah,Padi,6352.0
2022-09-18,Jawa Tengah,Padi,6356.0
2022-09-19,Jawa Tengah,Padi,6381.0
2022-09-20,Jawa Tengah,Padi,6445.0
2022-09-21,Jawa Tengah,Padi,6503.0
2022-09-22,Jawa Tengah,Padi,6526.0
2022-09-23,Jawa Tengah,Padi,6518.0
2022-09-24,Jawa Tengah,Padi,6541.0
2022-09-25,Jawa Tengah,Padi,6501.0
2022-09-26,Jawa Tengah,Padi,6507.0
2022-09-27,Jawa Tengah,Padi,6453.0
2022-09-28,Jawa Tengah,Padi,6368.0
2022-09-29,Jawa Tengah,Padi,6370.0
2022-09-30,Jawa Tengah,Padi,6430.0
2022-10-01,Jawa Tengah,Padi,6474.0
2022-10-02,Jawa Tengah,Padi,6471.0
2022-10-03,Jawa Tengah,Padi,6554.0
2022-10-04,Jawa Tengah,Padi,6528.0
2022-10-05,Jawa Tengah,Padi,6438.0
2022-10-06,Jawa Tengah,Padi,6336.0
2022-10-07,Jawa Tengah,Padi,6281.0
2022-10-08,Jawa Tengah,Padi,6321.0
2022-10-09,Jawa Tengah,Padi,6293.0
2022-10-10,Jawa Tengah,Padi,6317.0
2022-10-11,Jawa Tengah,Padi,6398.0
2022-10-12,Jawa Tengah,Padi,6348.0
2022-10-13,Jawa Tengah,Padi,6373.0
2022-10-14,Jawa Tengah,Padi,6402.0
2022-10-15,Jawa Tengah,Padi,6364.0
2022-10-16,Jawa Tengah,Padi,6432.0
2022-10-17,Jawa Tengah,Padi,6422.0
2022-10-18,Jawa Tengah,Padi,6408.0
2022-10-19,Jawa Tengah,Padi,6512.0
2022-10-20,Jawa Tengah,Padi,6541.0
2022-10-21,Jawa Tengah,Padi,6590.0
2022-10-22,Jawa Tengah,Padi,6659.0
2022-10-23,Jawa Tengah,Padi,6633.0
2022-10-24,Jawa Tengah,Padi,6697.0
2022-10-25,Jawa Tengah,Padi,6679.0
2022-10-26,Jawa Tengah,Padi,6658.0
2022-10-27,Jawa Tengah,Padi,6651.0
2022-10-28,Jawa Tengah,Padi,6628.0
2022-10-29,Jawa Tengah,Padi,6673.0
2022-10-30,Jawa Tengah,Padi,6692.0
2022-10-31,Jawa Tengah,Padi,6675.0
2022-11-01,Jawa Tengah,Padi,6714.0
2022-11-02,Jawa Tengah,Padi,6708.0
2022-11-03,Jawa Tengah,Padi,6699.0
2022-11-04,Jawa Tengah,Padi,6709.0
2022-11-05,Jawa Tengah,Padi,6738.0
2022-11-06,Jawa Tengah,Padi,6765.0
2022-11-07,Jawa Tengah,Padi,6755.0
2022-11-08,Jawa Tengah,Padi,6803.0
2022-11-09,Jawa Tengah,Padi,6801.0
2022-11-10,Jawa Tengah,Padi,6778.0
2022-11-11,Jawa Tengah,Padi,6717.0
2022-11-12,Jawa Tengah,Padi,6773.0
2022-11-13,Jawa Tengah,Padi,6782.0
2022-11-14,Jawa Tengah,Padi,6801.0
2022-11-15,Jawa Tengah,Padi,6860.0
2022-11-16,Jawa Tengah,Padi,6847.0
2022-11-17,Jawa Tengah,Padi,6791.0
2022-11-18,Jawa Tengah,Padi,6804.0
2022-11-19,Jawa Tengah,Padi,6829.0
2022-11-20,Jawa Tengah,Padi,6826.0
2022-11-21,Jawa Tengah,Padi,6906.0
2022-11-22,Jawa Tengah,Padi,6799.0
2022-11-23,Jawa Tengah,Padi,6862.0
2022-11-24,Jawa Tengah,Padi,6911.0
2022-11-25,Jawa Tengah,Padi,6943.0
2022-11-26,Jawa Tengah,Padi,6795.0
2022-11-27,Jawa Tengah,Padi,6867.0
2022-11-28,Jawa Tengah,Padi,6830.0
2022-11-29,Jawa Tengah,Padi,6817.0
2022-11-30,Jawa Tengah,Padi,6820.0
2022-12-01,Jawa Tengah,Padi,6851.0
2022-12-02,Jawa Tengah,Padi,6893.0
2022-12-03,Jawa Tengah,Padi,6947.0
2022-12-04,Jawa Tengah,Padi,6998.0
2022-12-05,Jawa Tengah,Padi,7022.0
2022-12-06,Jawa Tengah,Padi,7054.0
2022-12-07,Jawa Tengah,Padi,7014.0
2022-12-08,Jawa Tengah,Padi,6990.0
2022-12-09,Jawa Tengah,Padi,7045.0
2022-12-10,Jawa Tengah,Padi,7097.0
2022-12-11,Jawa Tengah,Padi,7144.0
2022-12-12,Jawa Tengah,Padi,7132.0
2022-12-13,Jawa Tengah,Padi,7188.0
2022-12-14,Jawa Tengah,Padi,7146.0
2022-12-15,Jawa Tengah,Padi,7210.0
2022-12-16,Jawa Tengah,Padi,7210.0
2022-12-17,Jawa Tengah,Padi,7303.0
2022-12-18,Jawa Tengah,Padi,7244.0
2022-12-19,Jawa Tengah,Padi,7341.0
2022-12-20,Jawa Tengah,Padi,7337.0
2022-12-21,Jawa Tengah,Padi,7332.0
2022-12-22,Jawa Tengah,Padi,7354.0
2022-12-23,Jawa Tengah,Padi,7334.0
2022-12-24,Jawa Tengah,Padi,7344.0
2022-12-25,Jawa Tengah,Padi,7322.0
2022-12-26,Jawa Tengah,Padi,7302.0
2022-12-27,Jawa Tengah,Padi,7339.0
2022-12-28,Jawa Tengah,Padi,7309.0
2022-12-29,Jawa Tengah,Padi,7286.0
2022-12-30,Jawa Tengah,Padi,7234.0
2022-12-31,Jawa Tengah,Padi,7224.0
2023-01-01,Jawa Tengah,Padi,7300.0
2023-01-02,Jawa Tengah,Padi,7273.0
2023-01-03,Jawa Tengah,Padi,7251.0
2023-01-04,Jawa Tengah,Padi,7274.0
2023-01-05,Jawa Tengah,Padi,7270.0
2023-01-06,Jawa Tengah,Padi,7389.0
2023-01-07,Jawa Tengah,Padi,7395.0
2023-01-08,Jawa Tengah,Padi,7424.0
2023-01-09,Jawa Tengah,Padi,7482.0
2023-01-10,Jawa Tengah,Padi,7539.0
2023-01-11,Jawa Tengah,Padi,7564.0
2023-01-12,Jawa Tengah,Padi,7569.0
2023-01-13,Jawa Tengah,Padi,7678.0
2023-01-14,Jawa Tengah,Padi,7687.0
2023-01-15,Jawa Tengah,Padi,7679.0
2023-01-16,Jawa Tengah,Padi,7661.0
2023-01-17,Jawa Tengah,Padi,7592.0
2023-01-18,Jawa Tengah,Padi,7644.0
2023-01-19,Jawa Tengah,Padi,7545.0
2023-01-20,Jawa Tengah,Padi,7558.0
2023-01-21,Jawa Tengah,Padi,7561.0
2023-01-22,Jawa Tengah,Padi,7680.0
2023-01-23,Jawa Tengah,Padi,7606.0
2023-01-24,Jawa Tengah,Padi,7575.0
2023-01-25,Jawa Tengah,Padi,7581.0
2023-01-26,Jawa Tengah,Padi,7584.0
2023-01-27,Jawa Tengah,Padi,7570.0
2023-01-28,Jawa Tengah,Padi,7579.0
2023-01-29,Jawa Tengah,Padi,7531.0
2023-01-30,Jawa Tengah,Padi,7560.0
2023-01-31,Jawa Tengah,Padi,7461.0
2023-02-01,Jawa Tengah,Padi,7472.0
2023-02-02,Jawa Tengah,Padi,7455.0
2023-02-03,Jawa Tengah,Padi,7515.0
2023-02-04,Jawa Tengah,Padi,7609.0
2023-02-05,Jawa Tengah,Padi,7605.0
2023-02-06,Jawa Tengah,Padi,7682.0
2023-02-07,Jawa Tengah,Padi,7678.0
2023-02-08,Jawa Tengah,Padi,7643.0
2023-02-09,Jawa Tengah,Padi,7737.0
2023-02-10,Jawa Tengah,Padi,7772.0
2023-02-11,Jawa Tengah,Padi,7783.0
2023-02-12,Jawa Tengah,Padi,7826.0
2023-02-13,Jawa Tengah,Padi,7849.0
2023-02-14,Jawa Tengah,Padi,7856.0
2023-02-15,Jawa Tengah,Padi,7802.0
2023-02-16,Jawa Tengah,Padi,7799.0
2023-02-17,Jawa Tengah,Padi,7839.0
2023-02-18,Jawa Tengah,Padi,7842.0
2023-02-19,Jawa Tengah,Padi,7894.0
2023-02-20,Jawa Tengah,Padi,7922.0
2023-02-21,Jawa Tengah,Padi,7889.0
2023-02-22,Jawa Tengah,Padi,7835.0
2023-02-23,Jawa Tengah,Padi,7836.0
2023-02-24,Jawa Tengah,Padi,7819.0
2023-02-25,Jawa Tengah,Padi,7844.0
2023-02-26,Jawa Tengah,Padi,7818.0
2023-02-27,Jawa Tengah,Padi,7796.0
2023-02-28,Jawa Tengah,Padi,7854.0
2023-03-01,Jawa Tengah,Padi,7868.0
2023-03-02,Jawa Tengah,Padi,7842.0
2023-03-03,Jawa Tengah,Padi,7850.0
2023-03-04,Jawa Tengah,Padi,7923.0
2023-03-05,Jawa Tengah,Padi,7943.0
2023-03-06,Jawa Tengah,Padi,7978.0
2023-03-07,Jawa Tengah,Padi,7949.0
2023-03-08,Jawa Tengah,Padi,8004.0
2023-03-09,Jawa Tengah,Padi,8120.0
2023-03-10,Jawa Tengah,Padi,8088.0
2023-03-11,Jawa Tengah,Padi,8037.0
2023-03-12,Jawa Tengah,Padi,8051.0
2023-03-13,Jawa Tengah,Padi,8098.0
2023-03-14,Jawa Tengah,Padi,8098.0
2023-03-15,Jawa Tengah,Padi,8053.0
2023-03-16,Jawa Tengah,Padi,8052.0
2023-03-17,Jawa Tengah,Padi,8085.0
2023-03-18,Jawa Tengah,Padi,8070.0
2023-03-19,Jawa Tengah,Padi,8102.0
2023-03-20,Jawa Tengah,Padi,8161.0
2023-03-21,Jawa Tengah,Padi,8176.0
2023-03-22,Jawa Tengah,Padi,8178.0
2023-03-23,Jawa Tengah,Padi,8220.0
2023-03-24,Jawa Tengah,Padi,8183.0
2023-03-25,Jawa Tengah,Padi,8140.0
2023-03-26,Jawa Tengah,Padi,8129.0
2023-03-27,Jawa Tengah,Padi,8108.0
2023-03-28,Jawa Tengah,Padi,8072.0
2023-03-29,Jawa Tengah,Padi,8161.0
2023-03-30,Jawa Tengah,Padi,8265.0
2023-03-31,Jawa Tengah,Padi,8250.0
2023-04-01,Jawa Tengah,Padi,8255.0
2023-04-02,Jawa Tengah,Padi,8247.0
2023-04-03,Jawa Tengah,Padi,8300.0
2023-04-04,Jawa Tengah,Padi,8362.0
2023-04-05,Jawa Tengah,Padi,8278.0
2023-04-06,Jawa Tengah,Padi,8301.0
2023-04-07,Jawa Tengah,Padi,8238.0
2023-04-08,Jawa Tengah,Padi,8321.0
2023-04-09,Jawa Tengah,Padi,8341.0
2023-04-10,Jawa Tengah,Padi,8301.0
2023-04-11,Jawa Tengah,Padi,8289.0
2023-04-12,Jawa Tengah,Padi,8273.0
2023-04-13,Jawa Tengah,Padi,8297.0
2023-04-14,Jawa Tengah,Padi,8344.0
2023-04-15,Jawa Tengah,Padi,8288.0
2023-04-16,Jawa Tengah,Padi,8373.0
2023-04-17,Jawa Tengah,Padi,8447.0
2023-04-18,Jawa Tengah,Padi,8402.0
2023-04-19,Jawa Tengah,Padi,8403.0
2023-04-20,Jawa Tengah,Padi,8481.0
2023-04-21,Jawa Tengah,Padi,8536.0
2023-04-22,Jawa Tengah,Padi,8517.0
2023-04-23,Jawa Tengah,Padi,8551.0
2023-04-24,Jawa Tengah,Padi,8690.0
2023-04-25,Jawa Tengah,Padi,8691.0
2023-04-26,Jawa Tengah,Padi,8656.0
2023-04-27,Jawa Tengah,Padi,8660.0
2023-04-28,Jawa Tengah,Padi,8667.0
2023-04-29,Jawa Tengah,Padi,8637.0
2023-04-30,Jawa Tengah,Padi,8652.0
2023-05-01,Jawa Tengah,Padi,8587.0
2023-05-02,Jawa Tengah,Padi,8550.0
2023-05-03,Jawa Tengah,Padi,8580.0
2023-05-04,Jawa Tengah,Padi,8491.0
2023-05-05,Jawa Tengah,Padi,8528.0
2023-05-06,Jawa Tengah,Padi,8426.0
2023-05-07,Jawa Tengah,Padi,8337.0
2023-05-08,Jawa Tengah,Padi,8307.0
2023-05-09,Jawa Tengah,Padi,8313.0
2023-05-10,Jawa Tengah,Padi,8369.0
2023-05-11,Jawa Tengah,Padi,8365.0
2023-05-12,Jawa Tengah,Padi,8345.0
2023-05-13,Jawa Tengah,Padi,8365.0
2023-05-14,Jawa Tengah,Padi,8316.0
2023-05-15,Jawa Tengah,Padi,8315.0
2023-05-16,Jawa Tengah,Padi,8250.0
2023-05-17,Jawa Tengah,Padi,8245.0
2023-05-18,Jawa Tengah,Padi,8231.0
2023-05-19,Jawa Tengah,Padi,8184.0
2023-05-20,Jawa Tengah,Padi,8183.0
2023-05-21,Jawa Tengah,Padi,8181.0
2023-05-22,Jawa Tengah,Padi,8228.0
2023-05-23,Jawa Tengah,Padi,8143.0
2023-05-24,Jawa Tengah,Padi,8130.0
2023-05-25,Jawa Tengah,Padi,8084.0
2023-05-26,Jawa Tengah,Padi,8116.0
2023-05-27,Jawa Tengah,Padi,8142.0
2023-05-28,Jawa Tengah,Padi,8156.0
2023-05-29,Jawa Tengah,Padi,8112.0
2023-05-30,Jawa Tengah,Padi,8144.0
2023-05-31,Jawa Tengah,Padi,8061.0
2023-06-01,Jawa Tengah,Padi,7968.0
2023-06-02,Jawa Tengah,Padi,7897.0
2023-06-03,Jawa Tengah,Padi,7885.0
2023-06-04,Jawa Tengah,Padi,7906.0
2023-06-05,Jawa Tengah,Padi,7754.0
2023-06-06,Jawa Tengah,Padi,7806.0
2023-06-07,Jawa Tengah,Padi,7801.0
2023-06-08,Jawa Tengah,Padi,7716.0
2023-06-09,Jawa Tengah,Padi,7709.0
2023-06-10,Jawa Tengah,Padi,7750.0
2023-06-11,Jawa Tengah,Padi,7767.0
2023-06-12,Jawa Tengah,Padi,7807.0
2023-06-13,Jawa Tengah,Padi,7731.0
2023-06-14,Jawa Tengah,Padi,7699.0
2023-06-15,Jawa Tengah,Padi,7644.0
2023-06-16,Jawa Tengah,Padi,7714.0
2023-06-17,Jawa Tengah,Padi,7732.0
2023-06-18,Jawa Tengah,Padi,7855.0
2023-06-19,Jawa Tengah,Padi,7821.0
2023-06-20,Jawa Tengah,Padi,7775.0
2023-06-21,Jawa Tengah,Padi,7756.0
2023-06-22,Jawa Tengah,Padi,7809.0
2023-06-23,Jawa Tengah,Padi,7780.0
2023-06-24,Jawa Tengah,Padi,7773.0
2023-06-25,Jawa Tengah,Padi,7766.0
2023-06-26,Jawa Tengah,Padi,7755.0
2023-06-27,Jawa Tengah,Padi,7712.0
2023-06-28,Jawa Tengah,Padi,7693.0
2023-06-29,Jawa Tengah,Padi,7672.0
2023-06-30,Jawa Tengah,Padi,7659.0
2023-07-01,Jawa Tengah,Padi,7692.0
2023-07-02,Jawa Tengah,Padi,7763.0
2023-07-03,Jawa Tengah,Padi,7711.0
2023-07-04,Jawa Tengah,Padi,7680.0
2023-07-05,Jawa Tengah,Padi,7628.0
2023-07-06,Jawa Tengah,Padi,7625.0
2023-07-07,Jawa Tengah,Padi,7587.0
2023-07-08,Jawa Tengah,Padi,7586.0
2023-07-09,Jawa Tengah,Padi,7626.0
2023-07-10,Jawa Tengah,Padi,7493.0
2023-07-11,Jawa Tengah,Padi,7504.0
2023-07-12,Jawa Tengah,Padi,7470.0
2023-07-13,Jawa Tengah,Padi,7480.0
2023-07-14,Jawa Tengah,Padi,7425.0
2023-07-15,Jawa Tengah,Padi,7470.0
2023-07-16,Jawa Tengah,Padi,7501.0
2023-07-17,Jawa Tengah,Padi,7516.0
2023-07-18,Jawa Tengah,Padi,7542.0
2023-07-19,Jawa Tengah,Padi,7494.0
2023-07-20,Jawa Tengah,Padi,7453.0
2023-07-21,Jawa Tengah,Padi,7477.0
2023-07-22,Jawa Tengah,Padi,7429.0
2023-07-23,Jawa Tengah,Padi,7486.0
2023-07-24,Jawa Tengah,Padi,7459.0
2023-07-25,Jawa Tengah,Padi,7471.0
